-5,-5,-1,-2,-2,-2,-3,-1
5,5,-4,-2,-4,1,-2,-2
-8,-11,-2,1,2,3,0,0
-1,-1,0,-5,0,-1,-3,-1
-1,4,8,5,0,-2,1,-2
-1,0,-4,-6,-4,-3,-2,-1
8,2,-1,-2,-3,0,-2,1
-16,-17,-4,3,3,-1,-1,0
0,-1,0,-1,1,-1,0,-4
-5,-4,-3,-1,-1,-1,-6,-3
-10,-6,-4,-4,-3,-5,2,-4
4,3,-1,2,-2,-1,1,1
3,1,0,0,-3,0,-1,2
0,-1,2,-2,-1,-2,1,-1
-6,1,3,0,2,1,1,-2
2,1,4,-3,-2,2,1,-1
5,3,-2,0,-2,-5,0,0
-3,-6,-4,-2,-3,-2,-2,-1
-5,-3,-1,0,-2,-3,-4,0
5,2,-3,0,3,-1,-1,0
-3,-5,0,-1,-1,-1,-4,0
1,1,2,3,1,-1,0,0
1,1,0,-2,-2,-2,-2,-2
-3,-4,-3,0,2,1,-1,-1
-2,0,-2,0,-1,1,0,-1
-4,-3,-5,0,-1,-3,-3,-2
-3,-4,-2,-2,-3,-2,-1,-1
6,4,-1,1,-4,-2,0,1
0,-1,3,-6,0,-1,0,-1
-3,0,-1,2,1,-2,-2,-2
1,1,-1,0,-2,-2,-1,0
1,1,0,0,-1,2,4,0
-3,-4,-3,1,0,-2,-2,0
-2,-2,-1,-3,-2,-1,1,-1
0,0,-5,-2,0,0,-1,1
-2,0,4,0,-2,-2,-4,-3
1,1,1,1,-1,2,1,2
-2,2,-3,-1,1,-2,0,-1
-2,-5,0,0,-1,-1,-3,0
1,1,-4,-4,-3,-2,-2,-1
1,0,-1,-1,-1,-1,-2,-1
3,1,-3,-4,-5,-4,-1,-2
-5,-3,3,0,1,1,-2,-2
-4,-2,-2,1,-1,1,-2,-3
-2,1,-3,-1,3,-3,0,-3
-1,-2,1,-3,0,2,0,0
2,0,-3,4,0,-3,0,-2
1,-2,0,-3,-4,-3,1,2
2,1,-3,0,1,3,0,0
5,0,0,-1,-2,-2,-2,2
-2,3,-5,-5,-5,3,1,-2
-2,0,0,3,2,-3,-3,-2
-4,-1,2,1,1,1,0,-1
-6,-2,2,1,0,-1,-2,-2
7,-4,0,-2,-1,-2,-2,0
-1,5,0,0,-1,3,0,-1
-6,-8,-5,-4,-6,-1,-2,1
1,1,-1,0,-2,-1,1,1
-5,-2,-1,0,-3,-4,1,-4
2,-1,-2,-5,-2,-1,-3,0
2,-4,0,4,0,0,8,1
-3,0,0,-1,-2,-3,-12,-5
3,3,3,0,1,-2,2,3
-3,-3,-1,-2,-2,-6,1,-5
3,4,-2,-2,-2,0,0,-1
-6,-3,-3,0,1,-3,-2,-4
-7,-2,-1,-3,0,4,2,-2
5,3,-2,-12,-9,-6,-4,0
-2,-2,4,23,13,4,1,1
3,-2,-5,-12,-9,-4,4,1
-2,2,1,18,9,1,0,0
-5,-2,1,-3,1,-1,-3,-4
-4,-2,-2,-8,-9,-4,-10,-3
1,1,-1,-2,3,5,7,1
-1,0,-3,-16,-7,-4,-2,-1
5,-1,0,1,-4,0,1,2
-1,-1,2,15,10,0,-2,-1
0,-3,-6,-1,-7,-6,-5,-4
-2,-4,-1,-3,3,-1,-2,1
1,1,-5,-18,-9,1,1,-5
-21,-19,-1,2,-6,-6,-9,-8
11,5,-3,-13,8,-1,-2,2
-4,-6,4,30,3,2,-1,-1
-1,1,-2,1,-4,0,1,0
5,5,0,-17,-5,0,2,0
-7,-4,2,2,2,3,1,-2
3,-4,-5,-9,-9,0,-2,-2
-1,1,-1,-9,-7,-2,-1,1
-1,5,-3,9,11,1,-4,-4
-5,-11,-2,6,3,-3,-4,-2
-2,-1,-10,-39,-19,-6,-6,-5
5,3,6,53,18,-1,-3,-2
-4,-3,-7,-32,-34,-2,1,-2
-3,-1,-8,17,1,-1,7,-4
-11,-6,3,-14,13,3,-25,-4
5,-5,-8,6,-25,1,10,1
6,36,6,-94,-68,-26,-7,1
3,-5,41,74,80,37,24,8
-5,7,-8,-26,-28,-24,-32,-12
-12,-2,9,46,27,12,9,4
19,4,-7,-112,-33,2,18,9
-3,22,-8,-2,-36,-4,10,2
-15,17,27,-54,-4,-4,16,-2
3,11,28,-5,70,10,-86,-34
23,-8,-13,54,-9,-17,91,61
-22,-4,3,34,58,44,21,3
36,26,16,-5,-19,-6,1,6
-20,-53,-22,-91,-80,-65,-59,-16
11,96,45,94,78,75,15,-23
10,-11,-9,-83,-61,-64,-66,-3
-10,48,-14,127,39,7,23,-3
-23,-57,-18,-104,-41,30,46,-12
-4,-40,-2,102,81,-55,-45,27
9,31,-10,-59,-27,20,66,35
-20,-10,-1,-25,-1,11,-34,-46
22,-17,-7,-65,-43,-34,-2,23
21,13,-3,-12,-5,32,-19,-33
-31,-12,-3,3,0,9,-20,-24
8,-20,17,-29,-6,-27,19,32
1,-4,-26,40,16,25,25,-8
-38,-47,-17,-13,-5,-4,-11,-8
13,23,2,20,2,-22,-19,-1
1,-22,-17,-18,-20,7,1,-4
-12,-7,9,40,23,4,21,5
-13,-9,-5,3,-8,-35,-66,-22
9,-5,-1,-36,-24,6,-15,-14
-10,-18,-22,10,15,22,18,-11
24,43,18,29,9,-17,44,72
-7,-18,-4,-25,-6,2,-15,-17
-7,-9,0,-2,-3,13,6,-9
9,-9,-1,-3,11,17,3,4
8,40,7,27,20,19,-1,-9
1,-6,-6,-21,-21,-12,5,-5
-10,-45,-12,1,-5,-25,-14,-8
17,-1,-5,-12,-4,3,3,12
-10,-1,-8,-48,-22,-13,-10,-11
5,7,15,89,40,18,14,7
-3,-9,1,-37,-21,-9,-4,-6
-11,-6,-4,27,17,-5,-7,2
-5,26,9,0,-2,-1,-4,-11
-12,-19,-12,-24,-9,5,3,-2
4,-1,2,9,3,5,2,3
-2,-2,3,-12,-13,-8,-1,3
-2,1,-7,9,4,-1,-3,-6
0,5,1,-14,-9,6,4,0
2,3,-4,3,-1,-6,-4,2
4,-7,-4,-11,-2,-1,3,4
0,4,3,21,7,5,0,-8
-13,-15,-10,-27,-14,-7,-5,-4
8,-1,-3,3,-1,-7,-4,0
-10,-1,5,5,-1,0,-1,-5
4,-3,2,11,8,4,5,6
-1,-5,-3,-12,-4,2,1,-1
2,5,0,6,1,0,-3,-2
-7,-3,0,2,4,2,-2,1
-2,0,-3,0,-2,0,-2,-4
-1,-4,-5,-14,-10,-4,-1,0
2,3,0,7,-1,-4,-2,-2
-1,-3,-3,-9,-9,-6,-2,-1
-4,-3,-2,10,8,2,-1,-3
1,0,1,-3,0,3,5,1
-2,3,1,4,4,1,-1,1
5,-3,-3,-4,-4,-8,0,1
-12,-3,-4,2,-2,4,-2,-5
-2,-5,3,-2,-5,-2,-2,-2
-3,-1,-2,2,4,3,2,-1
5,0,-4,-4,-2,-3,-1,2
-5,-2,-3,-1,0,-6,-6,-6
3,5,-1,-5,-6,-2,0,-2
1,-5,-4,-2,-2,-2,0,1
0,-1,2,2,4,2,0,0
1,3,0,-1,-4,1,-3,-3
-1,-5,-5,-6,-4,-4,-5,-2
-2,-2,-1,-1,-3,-2,2,-3
2,2,-1,0,-2,-1,-4,0
-3,-2,-4,1,0,-4,-2,-1
1,0,-1,-4,0,0,0,-1
0,-1,0,-1,-2,-3,-1,-3
-1,-1,0,2,0,-1,1,1
0,-3,-1,1,1,0,-1,-1
-1,-4,-1,1,-1,-1,0,0
-3,5,-2,-1,-2,-4,-1,-4
-2,-2,-3,-2,-5,-2,-3,-2
0,-3,0,-2,-2,-1,-2,2
2,6,2,-3,2,-1,0,0
-3,-4,-1,0,0,1,-4,-4
-2,-11,-4,-1,1,-1,0,0
0,10,4,2,1,-1,0,-1
-2,0,0,-2,-3,-4,-5,-1
0,-1,0,-3,-2,3,3,0
0,-1,0,-1,-2,-5,-1,-1
2,-5,-1,1,0,1,0,4
-1,4,1,-2,-1,-2,-3,-3
-1,-1,-1,3,2,7,2,1
-2,2,-4,-3,-3,0,-1,-1
-2,-11,-5,-2,-3,-4,-3,-3
2,7,8,0,-1,2,2,3
-2,0,11,8,4,-1,3,2
-1,-9,-32,-16,-6,-2,-3,2
-3,3,7,3,4,3,1,-5
2,-2,-16,-1,-1,0,0,1
-4,-5,-4,-6,-4,-5,-3,0
3,9,23,8,0,-3,0,4
-3,-1,-6,-6,-3,-7,-3,-3
-3,-2,-14,-3,0,5,2,-4
3,-7,-27,-5,0,-3,0,2
-3,-5,11,2,-3,-3,-8,-4
-1,-2,-6,-4,-2,-3,-2,-2
-1,1,24,10,6,-1,1,1
-2,-2,-8,-7,-3,-1,-1,0
2,3,3,-2,-4,-3,-2,0
-1,-3,-5,4,4,2,2,3
-1,9,20,-2,-5,-7,-4,-5
5,-4,-21,-2,2,-1,0,4
-14,-21,-26,-23,-9,-4,-2,-7
16,4,2,-3,0,0,0,13
-10,-9,-17,-2,-2,1,4,-9
-4,3,28,4,-2,-1,-5,-16
-3,2,4,6,5,3,5,1
-8,-2,1,-1,-2,-3,-3,-5
2,2,6,4,2,1,-1,0
3,2,0,-2,-1,-1,0,6
0,3,5,5,3,3,1,-3
-4,-3,0,-2,-5,-4,-4,-7
3,-3,-5,-1,0,0,-3,2
-1,3,4,1,-2,-2,-1,0
-1,0,-10,-2,0,2,1,-2
-2,-1,-3,0,0,-1,-3,-3
-2,-5,-8,-6,-6,-2,0,-1
-4,-3,-3,0,2,0,-1,-1
1,5,7,5,1,-1,0,-3
-3,-5,-3,-1,-2,-1,1,-3
-1,0,-1,-4,-2,-3,-3,-2
-3,-3,4,-2,-4,-2,-3,-2
-1,1,2,1,1,-1,0,0
0,0,0,0,1,2,0,0
-2,-4,-6,-5,-2,-2,-2,-1
0,0,-9,-1,0,0,0,0
1,1,-1,-1,-1,-1,-2,1
-2,-1,0,-2,-5,-2,-1,-3
1,-5,-8,-2,0,-1,-1,1
2,3,-2,0,0,-3,2,5
-1,-1,4,-2,-3,-4,-4,0
-1,3,4,2,0,8,4,-1
1,0,-1,-4,-3,-3,-2,-2
0,-1,-2,1,-2,-2,-1,-1
1,-2,-6,-1,2,1,1,3
-2,-1,0,-1,1,-3,-3,-1
-4,-2,-3,-1,0,-2,-2,3
-2,-1,2,-1,-1,-1,-1,-4
-1,0,2,-1,-4,-2,-2,-3
-1,-1,-1,-2,-2,-2,0,-1
-3,-2,1,-1,-1,1,0,-3
-2,-2,0,-1,-2,-3,-4,-3
-2,-1,0,1,1,0,-2,-2
-1,-2,-4,-1,0,1,-1,0
-2,-2,-4,-3,-1,-2,-2,-2
-1,0,4,0,-1,-1,0,-1
1,0,0,-2,0,-1,0,0
-2,-4,-5,-4,-2,-2,-2,0
-1,-2,0,0,-2,-1,0,0
-2,-1,0,1,-2,1,-1,-2
0,-1,-2,-1,0,-1,0,-1
-1,-1,-5,-1,-2,-3,-2,-1
-1,-1,0,-1,-2,-1,-1,-1
0,-2,-1,0,-1,0,-2,-1
-2,-2,-1,-1,0,-2,0,-1
0,-2,-1,0,-2,-1,-1,-1
-2,-2,-2,-1,-2,-2,0,0
-2,0,-1,-3,-3,-1,-2,0
-1,0,0,0,-1,-1,-2,-3
-1,-1,-1,0,2,0,-1,0
-1,0,-1,1,0,-1,-1,0
-2,-1,-2,-2,0,-2,-1,-2
-1,0,-3,-2,-3,-2,-2,1
0,0,-2,-3,-2,-3,0,-1
-1,-1,-1,2,0,0,-1,-2
-1,-1,-1,0,-1,-2,-2,0
-1,-3,-1,-2,-1,-2,0,0
0,-3,-2,-3,1,-1,0,-1
-1,-4,2,-1,1,0,1,-1
0,-1,0,0,0,1,-1,0
1,-2,-2,0,-2,0,1,-1
-4,0,-3,0,1,-1,-1,0
0,-1,-1,-1,1,-2,-2,-1
0,-1,1,-2,-2,-3,-1,-1
-1,-1,0,0,1,1,0,-2
-1,-1,1,0,0,-2,-2,-2
-1,0,-4,-1,-1,1,0,-1
